GroupCode,UserId,ProbeBudget,AkonaHabitat,AkonaYN,EolaniH,EolaniYN,Jakala-TayH,Jakala-TayYN,KaylidH,KaylidYN,SylcariH,SylcariYN,WroftH,WroftYN,YNScore,SubmitYN
megan_kritzer201704,Ov7MOMPJnUTK7O6eEq14cVsIS173,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,OvEBbfFo9VNMAHdRev0qxASjw6j2,158320000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201703,Ovt1FK9jprPd2EFWvJnF5eKEJoU2,142524000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201703,Owt9432vZpO2pydDepEzvPGOMBh2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,Oxn1DopREQQ7gAOYB2dvU87GtnT2,158268000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,OyddnO68xgVwh1jocAfS5Uhm1d83,156642000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,P20n3ZjMIQglf8u3Dkqhj31o1gx1,154215000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201703,P3PDZ9eSynPkKy0NzcsHWssiPEw1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,P3nDnhUKrpd3E7uwFW1lFR9U6sg1,158850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,P51XHprWDSQQVUeH2KH0loDEWvw1,158067000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,P5fG6lQqqwhXkyYrpgirv3eA2bg1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,P7SryaQJqBTyUREkngu2Tv5dbDz2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,P904o1420BX2yvGuhYeXOXSyfVP2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,PEQlIHE6WtbNJpstruEWPLjVCVv1,158719000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,PGbpr8aXIUYLCFVey9oRfRb0R3X2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,PHfULjjAnCSsCwHo8HUGECxXtkQ2,155635000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201705,PNmNg2PHWWeOYDTCWbeyo0T4T7J3,153309000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201705,PNoEGqh4iyMwEo5ub3iDoAwkRlz2,147302000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,POHOMWYBVDTAhs2iSPvvmW4RZbo1,158238000,EARTH,0,EARTH,0,     ,0,EARTH,0,     ,0,     ,0,0,1
CL201702,POz79g5Me0Z8HFTDGvCqJiBvGIj1,156364000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,PTbSoDX4rhfJ9JwH6Iy8zchL3It1,159354000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201701,PTi7Ek0WStYGIDR5QAfuyhx2cjO2,152009000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,PUI7tW8LqwVlCs8TBoRoeiD9EMq2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,PWE5gI9QvaOAy3Ont8JbwqoOePi2,149661000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201702,PZ3rn55offaDv4xF4yOhCFHhXdO2,157460000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,PZTGw0hQjoVTR8OmpgeJE5xjTTF2,153743000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherb2017,Pb9t1GBcHChv1y8FZns3x8bxtmq2,159104000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,PbUbLPysFzS1B1PcZvKV7XEvzFz1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,PeCWEUGkQ9ay9l2hSqMWC03Ancc2,149201000,     ,0,     ,0,     ,0,MERCURY,0,     ,0,     ,0,0,1
christine2017,Pg525CcONXWum433nIoKc2ky2fI3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,PgrZ9CVPeFOcRWtrviPmq12MDEo2,158524000,PLUTO,0,EARTH,0,MARS,0,IO,0,EARTH,0,     ,0,0,1
AL201701,Phj0XyugpEXbOQv9aO3faxR0alx1,153304000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201701,PihjPUeU7DYy3lfvvLdawkPbJRx2,123374000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,Pmp1Xkgqd8a4ETT35RANi3ipXgv2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,Pn2MsbgicINwn8tNqFnhEJidCwo1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,PqOFbZNtUhOfEACVUNcXFAu49og1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,PsON7RYgEEaHUZQCWPkNUGoeP6n1,154125000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,Pt9NGpXzlbfR0NvUw4EI4kQX7BC3,158609000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherb2017,PuTIhsYHkVanNLWqJ7oXFaEiwi72,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,PwBW4pXTxHgBGbC40pbs9zA6jmA2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,PwDw2Si4NkcbyBJ6E3BTP3vMBc02,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,PxFKwDG3BldBKFmSYV5S1m9iNmU2,151889000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201704,Q1ri4EBrkdSS3AnkOzXri0avptG2,146967000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherb2017,Q4MTTN2V2WPtFE3H8uHDEhZ5OK62,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,Q5fV9SgRDFZEzSoZ7CDbAkoHX0D2,121441000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,Q9HMAqduU0bl5c6dkrSbHiEkbtB2,158050000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,Q9YqPv3XseNE3ru5U5WLYOYWtKD2,156826000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,Q9mHHXeBwISPCjVZugPMtARN6tB2,152607000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,QB2UOqp8KcbtYtMIX47jZyGwCk72,152367000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,QEZWpXX90Fdhu78J9RU67nZVK1b2,153264000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,QJkm8NCnAxPkhwH0Y3RZR64u9HB3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,QKDFnGBMVcMlhHuAWmisCfgCaEH2,156339000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,QM1BYEdicsghVKk1nN8cSgUgLkw1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,QM6F2aFYx0gBBTvpOQdWLwS6zWZ2,153709000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,QNDWRxsAqcWR3O3GlT1KCLwDaOJ3,153562000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,QR4X7u6xumTHbtbDnCOQW2b0e1D3,152691000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,QRThblQ2UmZTEhHEM1xKABzPrHo2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201701,QRzb2ew5LVWuo1KW8AuUgwZvz102,145949000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
megan_kritzer201705,QU4vf3W8AGMGwYLjenrurRZh1nk1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,QWj5gqTnuwWwHY5YbWQkOJ00kK13,138406000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,QWkJjQSuZ3Uk9q5dJpmV5N9fBbt2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201703,QWyRJv2muOfcUAvKdfYhDWWtHOC2,147801000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,QX3P4Dw2fBOKMZ9RSCDOOPGsKVX2,159035000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,QYSVPN2ouOTC3aSjYpFtBk8UGT13,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,QYYExRNvtDSeqmXP0jgCLSc7JpH2,152687000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,Qcr9Fr34gobDVYU8Tm0LpqzIsKJ2,133431000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,QiRItD3fbwXpwUIbsnObTc1Bxil2,157713000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201702,QoQF4lzYC3VyQ2WQshIHBCudLiD2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201704,Qq0r1txdvKOHeWjK99Nt1jT5TDr1,151186000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201703,Qt6a9dvuIbNhCU1CS5R4cdq5d3F2,160000000,URANUS,0,IO,0,PHOBOS,0,TITAN,0,MERCURY,0,DEIMOS,0,0,1
elisa_klepper201701,Qu1CKQI3IGWtAFJgxEUAIWndqcC3,159365000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201701,Qw0VjjHEPYTxVnrAgNBS5RLzFDQ2,145114000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201705,QxV6TT47TBezz67CAGUk5gP6ksW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,Qxi8NV0ECqOHbTCSnvu01pgGuBp2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,Qxjwwjg0cWZ8AjQch0ahmENafii1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,QyVniPo8x3SKphJlrpODYFVCehH2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,R0HNIHewxHWJsjIH9AHtWQp4UcH3,156781000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,RChTz4J8DWNdeS7nn9luw7EEjtb2,142802000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,RDeabBV5ufhBfPMc5iBUBvWeess1,137695000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,JUPITER,0,0,1
rebecca_crossley201705,RDfTqpXMxBcnYAj3nOSJBH6fEXH2,158222000,     ,0,MERCURY,0,     ,0,     ,0,     ,0,     ,0,0,1
EM201701,RFkkumj8yAfog2cJPlZVu5HV8iL2,149290000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,RGALZcbUyHMGlzbrwd7tPrHWfjD2,153344000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,RH2jBKtml7P1VPt0tuYqoUFztuJ2,157995000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,RHXcRaTaZrWCmSmwQa923T9qEyO2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,RJ8mnrkOEOhOCGizphwt1uBqKnv2,159835000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,RQYtZdVuR4SxD1qeO1YcD1737wi1,156176000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201705,RQco9OGZD9WNAEwKFczqLrvlqKy2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,RRCuHSk4CUayHvgYp3uPCfY8t562,160000000,JUPITER,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
karen_rainey201703,RV4L2ZIcqrOMDGTzZm9MPIkGgwq1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201701,RW9ej2Lws3gCNmsB6AK3EIvBEAL2,157373000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201705,RXumbQocgGSsQEXiBqNRtYOVfIE2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,RaWgQSNyNbhD0BP2HHQOrQDPAR92,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,RbeRd8ThGWfjRpEWZSJovt3aipD2,146935000,     ,0,VENUS,0,     ,0,     ,0,     ,0,     ,0,0,1
jennifer_squires201706,RdVT5OxagdR5sA5f8w020vhxADI3,155549000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,Rh3xubYDIiOOZEuCB94HmxNR2R72,149612000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,RiM2yFwP1UhfFfNQR1alSXebesw1,159129000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201705,RiajNS6ORXZs1ywb7ClLXOAmgmx2,159500000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,RilqOALtyYTTjw54HpYoDItKsCl1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,RjpyYQrDBNPfxpdH8kIw6Vj1JUf1,160000000,VENUS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
rebecca_crossley201705,Rk3dXkajgZNBB83ABhgYpA02QjO2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,RkLgXjSYK1cWs4nvCquhXJXrBvH3,147811000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201703,RkPTShVwGgZ5BcQciA7IFEbOEXt2,142901000,MARS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
carolina_carner201701,RmDv3kGzwWecWvRDDE2oFseAaIE3,151425000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,RmsFRf6Wq6TS8r8O8FT57IazFSv1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,Rn3DFtgTC0N7fZqp7lvxgiZZ6rr2,153912000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,RofLlrdyCFYUG65zkQcWtDT8deY2,149210000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,Roj345zUhDYrkA3WZtdkJgpqKqA2,156435000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201705,RopwCV5HLwWCpLGeu4Svp6YvbRM2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201701,RqmMJiuyAZURXmzGBQK7XCzYsQa2,156075000,MARS,0,     ,0,     ,0,     ,0,     ,0,JUPITER,0,0,1
tammy_wong201701,Rqvpvv0ZpuOIjzUEHqFDaNPMWvU2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,RrgUQXMUf8gEXDeJyoKmCO0eM9C2,158238000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201703,RrxNsg7k1thXb0Y6BFb4SbqrxjA2,155744000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,RsHgaSv7WacQeixpZijFh65ji2x1,154222000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,RtilbsyawCahYEoL1XnVHiWs8Xn1,156401000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201703,RvueJ8xQTWQCLVp6aLwP7RWMmOs2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,RwzPG58yuJTAgtPOfUYNuTHNDLi1,151548000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,RxA0jtSuhpaKNAKBxR0hXtUeUv73,158689000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,RylCFimLl5Wpq2rthZ4JmcHbNXC3,140290000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,RyoMrMwxo4R8pwYwSJ9mE3cgEcx2,152034000,     ,0,MERCURY,0,     ,0,     ,0,     ,0,     ,0,0,1
tammy_wong201704,RzXRt4XbyXSkfKB5qxYq2rrKs3Z2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,S1vEPF8pUKe5TBS4mebTIisophm2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201701,SBYqBoZrRsSanODnngYoofANGBm1,148943000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201703,SBgTg7uCtkRZUZdYSUVBtQlhkmm2,153774000,     ,0,     ,0,TITAN,0,EARTH,0,EUROPA,0,PHOBOS,0,0,1
jennifer_squires201701,SE9w1W14nPO2dNAPQC8wHo9XYKk1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,SFCKQEdvlUSYlitlMu2Sl7liGq32,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,SFzpIXKuaHO9kmz7IvOXobMGPXq1,157628000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,SG0Nf4OCV5S0bf6h1P8Z1JEiOuP2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201703,SGAil6uXrKeLUVlSCDvdHWqFFAk2,158793000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,SHFOddFuU8YqmylJJLHvswkzCwO2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201703,SHJL5jdG0keuKes4obvL3nLY4l22,157331000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,SHk6g5MCZnQDtKXGERI8eDxUdXj2,149749000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,SIUs61rebgPG5hV5wlWSaX6yt4r1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201703,SJRNIPV9S2O4gOPWwsneX7fpcTh2,157426000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,SJkJqnuQghYHCwuPXYkJjaej2BL2,144191000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,SLgLEJjuAUViOWn7M2ppx5ppbvQ2,158715000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201704,SMeyZtExcQYtETcesAq7soLwaC82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,SMi8YvJqyGgWC98N7lY1in5YafE2,145801000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201701,STWpr6ENznaHTeHYRD7TRgu1i1G2,160000000,     ,0,PHOBOS,0,     ,0,     ,0,     ,0,     ,0,0,1
courtney_boyd201701,SUeWjhnop3fLxS7hQGTPZc3hEkn2,158614000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,SUq1veM0SIdBlC9kzk8KZ0NAzdV2,134362000,     ,0,     ,0,     ,0,SUN,0,     ,0,     ,0,0,1
CL201705,SastyfZ1drdQLHsjeyUh6Efw7fx2,145522000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,SgXwQnrUjfVQM4UhzgdAqRFTsrG2,156665000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,Sgm7VYyqixYjkn68TTKbWEUVKPp1,132235000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201705,Shhv8ldEYQXmERph6rnhD1RCMKl2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,ShoXcYjpCXVwGVCOpTw8j1GuTUA2,150686000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,Si700RK653SIQidaVcugIHJVks22,157257000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,SiWX9qKsCvhAjng5gNRiF8FqSSe2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,SjBz7RoKHvYxPsmCgRXvTFKxjl83,151250000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,SkbmHI6vJeTG6CNMlF1wBkFg1lD2,152365000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,SlF5POwLgMb9oQbwciHaMTIauaL2,156536000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,SmAVudQ9W7PCjabj4Maow6rpqNJ2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,SokBgpfadbS4UkGlcLLITrVwiCF2,151297000,     ,0,     ,0,     ,0,     ,0,     ,0,EARTH,0,0,1
JF201701,SoqiaAndFqZcURbKliMeDmuDt7x2,156421000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,Soz0s2FGmLYdWIuHYUW9lDaNA373,156102000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,SqKfr6y1V3gNL7wu7pPKEoBGIse2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,Ss6IHSAqleTNusd310k8pGhYxg83,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,Sue0S5l4BIb4Ed3ITzSEgjR6Si13,153411000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,SvN3QBreLlUbNHUnRraqC0wbgyp2,148021000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,SwWdleDZlRfUcGj5xNLJRnFHe4k2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201705,Sx2juLxzAmd4bHHnfXqitSNQyQG3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,SzezfK13pZPrl69hBiqhn6kyRP53,155706000,     ,0,MARS,0,     ,0,     ,0,     ,0,     ,0,0,1
ML201705,T08dpaMB1FWohYbUzDALmALqL9K2,159500000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,T110vLz8ibQiFgwimFp2kKRwaQ82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,T1nJFzLbFIeqASTGy9NlUIM4Ny52,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,T2A2sC7PXIfvPUsEwV45P02On6u1,160000000,MARS,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
JF201704,T2L687HIwfaNwerUik2Wh1Mg1fE3,136423000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201705,T5RZIsdOpOaZMRl7UwUY9mP0TZf1,159269000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201701,T5p1IkBv7DXafEQswuEDpu2NI2S2,157755000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,TBcDfGqKRQVHzwTJwNvFCUd3Tbz1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,TE0iEbJO5RgXYzDisjJwIGTs16y1,145592000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,TE9GAQ5W1mdZWwP2ITeOqdP5Hhf1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,TFBo4Pvqw4e5pFGEj0Ro0tKD7eu2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,TFOFLsNCIPOlZz70YWw4NluUnVz1,157495000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,TGKwL7TBbkNHR44FdzXDQ81BN4P2,157291000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,TGNNLvoPa7PviYZg9pzTRomiPjK2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201705,TGZlfg9jFlNrNWVb9JpnTCufP2I2,157037000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,THBtpEc0R2Sfvv4ll3wCW5mZun22,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,TIojnjUROFQpXtQagwDrIqJDu623,158370000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201701,TJyMfL4g9ah3GPaJEBziHWM95qN2,155544000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201703,TKo8I4JqpKc2TwpbnjFVb7AnkRv2,158733000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,TLrfyyrRtWRGFgjcBXQjxAdkg1o1,143515000,EUROPA,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
LB201702,TMDHbDFUlnh0hDil3uoQGj4trhT2,151307000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201702,TMEkuKuC79PW6SDoXcrxpKfm51o1,152854000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,TNHnxYeFqqQDHNksGBZ6KKlCAbk2,151110000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201705,TSE33I3JpoNg3SeuKyX7JMl2aK63,158578000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201701,TSdbcKPzmWWegvSlDkC4ZgcW4i33,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201703,TVZ6hE9XCucvc3txQcyqQldLS682,157126000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,TWMFRB2XRuUgPaANWo1gH8fFeSy1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,TWTOpuAq5Fg67rqqUPwG7K5384x2,158400000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
